cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
flat,fibrous,gray,bruises,none,descending,close,broad,gray,enlarging,equal,scaly,scaly,brown,red,partial,white,other,large,chocolate,scattered,grasses
convex,fibrous,green,no,creosote,free,close,broad,purple,enlarging,cup,silky,fibrous,pink,cinnamon,partial,brown,two,large,chocolate,solitary,leaves
flat,scaly,pink,no,anise,free,close,broad,brown,tapering,club,silky,silky,pink,buff,universal,white,one,none,chocolate,solitary,paths
flat,scaly,gray,bruises,creosote,attached,distant,broad,white,tapering,rooted,fibrous,fibrous,cinnamon,white,partial,brown,one,pendant,brown,solitary,woods
bell,scaly,cinnamon,bruises,foul,descending,close,broad,black,enlarging,bulbous,scaly,scaly,pink,buff,partial,orange,other,large,chocolate,solitary,meadows
flat,scaly,white,no,almond,notched,close,broad,gray,tapering,bulbous,smooth,silky,brown,brown,universal,white,one,sheathing,chocolate,abundant,woods
flat,fibrous,gray,no,none,free,close,broad,chocolate,enlarging,equal,fibrous,fibrous,buff,red,partial,brown,one,evanescent,purple,scattered,waste
bell,fibrous,white,no,foul,free,close,broad,pink,enlarging,bulbous,fibrous,fibrous,gray,gray,partial,brown,other,evanescent,chocolate,abundant,leaves
flat,smooth,buff,no,none,notched,close,broad,red,tapering,equal,silky,silky,buff,red,universal,yellow,one,large,purple,scattered,grasses
convex,fibrous,yellow,bruises,foul,attached,close,broad,gray,enlarging,bulbous,silky,fibrous,pink,brown,partial,brown,one,large,black,solitary,paths
bell,fibrous,yellow,bruises,foul,free,close,broad,black,enlarging,bulbous,fibrous,fibrous,buff,buff,partial,white,one,large,purple,solitary,woods
conical,scaly,red,no,foul,free,close,narrow,gray,enlarging,club,silky,silky,white,cinnamon,universal,white,two,large,buff,numerous,grasses
sunken,scaly,buff,no,musty,attached,distant,broad,yellow,enlarging,bulbous,fibrous,silky,pink,buff,partial,brown,one,evanescent,orange,solitary,woods
convex,grooves,gray,no,musty,free,distant,broad,purple,enlarging,cup,scaly,silky,pink,pink,partial,orange,one,large,orange,several,grasses
bell,fibrous,yellow,bruises,fishy,free,close,broad,chocolate,enlarging,bulbous,fibrous,fibrous,pink,buff,partial,brown,other,evanescent,chocolate,abundant,paths
knobbed,fibrous,gray,bruises,foul,attached,close,broad,gray,enlarging,bulbous,silky,fibrous,buff,buff,partial,white,one,large,white,several,grasses
convex,scaly,gray,no,foul,free,close,narrow,gray,tapering,bulbous,silky,silky,buff,pink,universal,white,one,large,chocolate,solitary,woods
flat,fibrous,gray,no,fishy,attached,close,broad,chocolate,enlarging,bulbous,silky,silky,gray,gray,partial,white,other,cobwebby,chocolate,solitary,grasses
flat,scaly,yellow,bruises,foul,free,close,broad,brown,enlarging,club,scaly,scaly,pink,pink,partial,orange,one,large,white,clustered,paths
flat,scaly,pink,no,foul,free,distant,broad,green,enlarging,bulbous,silky,silky,pink,yellow,partial,white,one,none,yellow,solitary,meadows
convex,fibrous,purple,no,foul,notched,distant,narrow,gray,enlarging,cup,smooth,silky,cinnamon,cinnamon,universal,yellow,two,large,chocolate,numerous,leaves
flat,scaly,brown,no,almond,free,close,broad,pink,enlarging,bulbous,fibrous,fibrous,brown,brown,partial,white,one,evanescent,black,abundant,grasses
flat,scaly,cinnamon,no,musty,free,distant,broad,buff,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,none,orange,solitary,grasses
flat,smooth,white,no,foul,notched,crowded,broad,pink,tapering,bulbous,smooth,smooth,brown,buff,universal,white,one,large,buff,numerous,paths
convex,scaly,green,bruises,none,attached,crowded,broad,pink,enlarging,missing,fibrous,fibrous,white,white,partial,white,one,evanescent,chocolate,several,woods
sunken,scaly,gray,no,foul,free,distant,broad,yellow,enlarging,rooted,silky,silky,brown,cinnamon,partial,orange,one,large,chocolate,solitary,urban
bell,grooves,purple,bruises,fishy,free,close,broad,gray,enlarging,bulbous,silky,silky,gray,gray,partial,orange,other,large,chocolate,abundant,urban
convex,fibrous,cinnamon,bruises,spicy,free,distant,broad,buff,enlarging,cup,silky,smooth,white,white,partial,brown,one,evanescent,white,numerous,paths
flat,scaly,green,bruises,anise,free,close,broad,gray,enlarging,bulbous,fibrous,silky,buff,brown,partial,white,one,evanescent,brown,several,leaves
conical,scaly,brown,bruises,anise,descending,crowded,narrow,white,enlarging,club,silky,scaly,buff,brown,partial,white,one,evanescent,brown,clustered,woods
knobbed,smooth,green,no,foul,notched,close,narrow,white,enlarging,bulbous,silky,smooth,buff,orange,universal,white,one,sheathing,green,solitary,urban
conical,grooves,pink,bruises,foul,descending,crowded,broad,pink,enlarging,bulbous,scaly,silky,buff,white,partial,orange,one,flaring,chocolate,several,meadows
knobbed,scaly,green,no,foul,free,close,narrow,gray,enlarging,rhizomorphs,silky,smooth,orange,pink,universal,white,one,zone,green,several,grasses
flat,grooves,gray,no,fishy,descending,close,broad,gray,enlarging,bulbous,silky,silky,gray,gray,partial,orange,one,large,chocolate,solitary,grasses
bell,scaly,brown,no,almond,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,other,pendant,black,abundant,woods
knobbed,grooves,white,no,anise,descending,crowded,broad,gray,enlarging,rhizomorphs,scaly,scaly,buff,pink,partial,orange,one,flaring,chocolate,several,woods
convex,scaly,green,no,foul,free,close,broad,gray,tapering,bulbous,silky,silky,brown,red,universal,yellow,other,large,chocolate,abundant,woods
convex,scaly,gray,no,almond,free,close,narrow,pink,tapering,bulbous,silky,silky,brown,brown,universal,white,one,large,black,scattered,grasses
convex,scaly,cinnamon,no,none,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,brown,one,cobwebby,purple,abundant,grasses
flat,scaly,red,bruises,none,free,close,broad,white,tapering,equal,smooth,scaly,red,red,partial,orange,one,pendant,purple,scattered,paths
conical,scaly,yellow,no,foul,free,close,narrow,brown,tapering,club,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths
convex,fibrous,yellow,no,musty,attached,distant,broad,buff,enlarging,bulbous,silky,fibrous,pink,pink,partial,white,one,large,chocolate,numerous,woods
flat,fibrous,yellow,no,foul,free,distant,broad,buff,enlarging,bulbous,silky,silky,brown,brown,universal,yellow,two,sheathing,chocolate,numerous,leaves
sunken,fibrous,yellow,bruises,foul,attached,distant,broad,pink,enlarging,rooted,fibrous,silky,cinnamon,cinnamon,partial,brown,one,large,buff,several,paths
flat,grooves,gray,bruises,anise,descending,crowded,broad,brown,enlarging,bulbous,scaly,scaly,buff,buff,partial,orange,one,flaring,chocolate,solitary,grasses
conical,scaly,yellow,no,foul,free,crowded,narrow,chocolate,enlarging,club,silky,silky,orange,pink,partial,white,one,pendant,green,clustered,grasses
sunken,grooves,yellow,bruises,creosote,descending,distant,broad,gray,enlarging,bulbous,scaly,scaly,cinnamon,cinnamon,partial,orange,two,flaring,chocolate,solitary,paths
flat,smooth,buff,bruises,creosote,free,close,narrow,purple,tapering,bulbous,silky,smooth,white,white,universal,white,two,pendant,chocolate,scattered,urban
flat,scaly,gray,no,almond,free,close,narrow,green,enlarging,rooted,scaly,silky,pink,pink,partial,orange,one,large,orange,solitary,grasses
convex,smooth,white,no,fishy,free,close,broad,black,enlarging,bulbous,silky,smooth,gray,gray,universal,white,one,zone,chocolate,several,paths
flat,fibrous,gray,no,pungent,free,close,narrow,gray,enlarging,bulbous,silky,silky,white,brown,universal,white,one,pendant,white,clustered,woods
flat,smooth,gray,no,fishy,notched,close,broad,red,tapering,equal,smooth,silky,buff,brown,partial,yellow,other,large,chocolate,solitary,grasses
flat,fibrous,red,bruises,musty,descending,close,broad,pink,enlarging,bulbous,scaly,scaly,pink,pink,partial,white,two,large,orange,solitary,woods
flat,scaly,red,no,almond,free,close,broad,chocolate,tapering,equal,silky,silky,brown,brown,universal,white,one,large,black,scattered,grasses
convex,grooves,gray,no,musty,free,distant,broad,pink,enlarging,cup,silky,silky,pink,pink,partial,orange,two,flaring,chocolate,numerous,grasses
convex,fibrous,pink,bruises,none,free,close,broad,brown,enlarging,club,fibrous,fibrous,white,white,partial,white,one,evanescent,white,clustered,waste
knobbed,fibrous,brown,no,anise,free,crowded,broad,gray,tapering,rhizomorphs,silky,silky,pink,buff,universal,yellow,one,zone,brown,several,urban
flat,fibrous,red,no,foul,free,close,narrow,chocolate,enlarging,equal,silky,silky,red,pink,partial,white,other,none,chocolate,solitary,leaves
sunken,scaly,gray,no,foul,free,close,broad,gray,tapering,bulbous,silky,silky,pink,brown,partial,white,one,none,chocolate,solitary,woods
convex,grooves,yellow,bruises,foul,descending,close,broad,yellow,enlarging,bulbous,silky,scaly,yellow,yellow,partial,orange,two,flaring,yellow,solitary,paths
flat,scaly,white,bruises,foul,free,distant,broad,buff,enlarging,cup,scaly,silky,pink,pink,partial,white,two,large,chocolate,numerous,woods
conical,fibrous,yellow,bruises,foul,descending,close,broad,chocolate,enlarging,club,silky,silky,orange,orange,partial,yellow,one,large,chocolate,scattered,grasses
bell,scaly,red,bruises,pungent,free,crowded,narrow,white,tapering,bulbous,smooth,silky,white,white,universal,white,one,none,white,clustered,leaves
bell,smooth,buff,no,almond,free,close,broad,orange,tapering,bulbous,smooth,smooth,white,white,universal,white,one,sheathing,chocolate,abundant,leaves
sunken,scaly,gray,no,creosote,free,distant,narrow,green,tapering,rooted,silky,silky,cinnamon,pink,partial,white,two,none,chocolate,solitary,paths
conical,fibrous,pink,bruises,foul,free,crowded,broad,gray,enlarging,club,fibrous,fibrous,orange,orange,partial,white,one,cobwebby,chocolate,clustered,woods
sunken,scaly,gray,no,spicy,free,distant,broad,yellow,enlarging,rooted,silky,silky,pink,yellow,partial,white,one,cobwebby,chocolate,solitary,paths
conical,scaly,yellow,no,foul,free,close,broad,pink,tapering,bulbous,silky,silky,buff,orange,partial,white,one,large,green,several,paths
bell,scaly,gray,no,foul,free,close,narrow,orange,tapering,bulbous,silky,silky,brown,gray,universal,white,one,large,chocolate,abundant,meadows
bell,scaly,yellow,no,almond,free,close,narrow,chocolate,tapering,bulbous,silky,silky,pink,brown,universal,white,one,none,black,several,meadows
convex,smooth,pink,no,creosote,notched,distant,narrow,yellow,tapering,bulbous,smooth,smooth,cinnamon,pink,universal,yellow,one,large,buff,several,woods
convex,grooves,gray,bruises,foul,descending,distant,broad,pink,enlarging,cup,scaly,silky,buff,pink,partial,white,two,large,chocolate,solitary,urban
convex,smooth,cinnamon,bruises,foul,free,close,broad,white,tapering,rhizomorphs,fibrous,fibrous,white,orange,partial,white,one,pendant,chocolate,several,leaves
bell,scaly,gray,bruises,fishy,free,close,narrow,orange,tapering,bulbous,silky,silky,gray,gray,partial,white,one,none,brown,abundant,meadows
sunken,grooves,brown,no,spicy,free,distant,broad,yellow,enlarging,missing,smooth,silky,white,yellow,partial,orange,two,large,white,several,woods
bell,scaly,gray,no,fishy,free,close,narrow,black,enlarging,bulbous,silky,silky,gray,gray,universal,white,other,large,chocolate,solitary,woods
flat,fibrous,red,bruises,musty,free,distant,broad,gray,enlarging,rooted,fibrous,silky,pink,brown,partial,brown,two,large,orange,solitary,grasses
conical,grooves,red,bruises,none,free,crowded,broad,brown,enlarging,bulbous,smooth,smooth,white,gray,partial,orange,one,large,white,clustered,grasses
conical,grooves,buff,bruises,none,descending,distant,broad,green,enlarging,rooted,scaly,smooth,pink,red,partial,white,two,evanescent,orange,solitary,waste
knobbed,scaly,white,no,pungent,notched,close,broad,white,enlarging,bulbous,silky,smooth,white,brown,universal,yellow,one,large,white,solitary,meadows
bell,scaly,yellow,no,foul,notched,close,broad,gray,tapering,bulbous,smooth,silky,buff,brown,universal,yellow,other,sheathing,chocolate,abundant,grasses
convex,scaly,purple,no,foul,free,distant,broad,chocolate,tapering,cup,silky,silky,brown,yellow,partial,white,two,pendant,chocolate,numerous,paths
knobbed,scaly,yellow,no,foul,descending,close,broad,gray,enlarging,rhizomorphs,silky,scaly,orange,orange,partial,white,one,flaring,green,several,grasses
flat,fibrous,purple,no,foul,descending,close,broad,buff,enlarging,cup,scaly,silky,yellow,yellow,partial,orange,one,large,yellow,numerous,urban
convex,scaly,brown,no,foul,free,close,broad,purple,enlarging,bulbous,silky,silky,buff,pink,partial,white,two,none,chocolate,solitary,paths
convex,scaly,gray,no,foul,free,close,narrow,pink,tapering,cup,silky,silky,pink,brown,universal,white,two,pendant,orange,solitary,grasses
flat,smooth,yellow,no,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,buff,buff,partial,yellow,one,sheathing,black,abundant,grasses
convex,scaly,brown,no,foul,descending,crowded,broad,white,enlarging,bulbous,scaly,silky,white,white,partial,orange,one,large,white,several,woods
bell,scaly,purple,no,foul,free,close,narrow,gray,tapering,bulbous,silky,silky,gray,gray,partial,white,one,large,chocolate,abundant,waste
flat,scaly,purple,bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,scaly,buff,brown,universal,white,one,large,chocolate,clustered,paths
flat,scaly,yellow,no,foul,notched,close,narrow,chocolate,tapering,club,silky,silky,buff,buff,partial,yellow,one,sheathing,chocolate,solitary,paths
convex,scaly,gray,no,almond,attached,close,broad,chocolate,enlarging,equal,fibrous,silky,brown,brown,partial,brown,one,cobwebby,black,solitary,waste
bell,smooth,purple,no,none,notched,close,narrow,chocolate,tapering,bulbous,smooth,smooth,red,red,partial,yellow,other,large,purple,several,grasses
sunken,scaly,yellow,no,musty,free,distant,narrow,pink,tapering,bulbous,smooth,smooth,buff,pink,universal,white,one,large,orange,solitary,urban
bell,scaly,white,bruises,none,attached,close,narrow,orange,enlarging,missing,smooth,fibrous,brown,white,partial,white,one,flaring,black,abundant,woods
bell,scaly,white,no,fishy,free,close,narrow,gray,tapering,bulbous,silky,silky,gray,gray,partial,white,one,none,chocolate,several,waste
convex,fibrous,white,no,foul,free,close,broad,purple,enlarging,cup,fibrous,fibrous,pink,pink,partial,white,two,evanescent,chocolate,numerous,grasses
convex,scaly,yellow,no,creosote,free,close,narrow,buff,enlarging,cup,silky,silky,cinnamon,cinnamon,partial,white,one,pendant,buff,numerous,meadows
convex,grooves,yellow,no,spicy,free,distant,broad,chocolate,enlarging,rooted,scaly,scaly,yellow,brown,partial,white,one,flaring,chocolate,several,grasses
convex,scaly,yellow,no,creosote,free,close,narrow,chocolate,enlarging,cup,silky,silky,buff,cinnamon,partial,white,two,large,buff,several,woods
flat,fibrous,gray,no,almond,attached,close,broad,chocolate,enlarging,bulbous,silky,fibrous,brown,brown,partial,brown,other,large,black,scattered,grasses
sunken,smooth,buff,no,foul,free,distant,broad,green,enlarging,bulbous,silky,fibrous,pink,pink,partial,white,two,evanescent,chocolate,numerous,waste
bell,grooves,gray,bruises,almond,descending,close,broad,chocolate,enlarging,bulbous,scaly,silky,brown,brown,partial,orange,other,large,chocolate,abundant,woods
flat,fibrous,yellow,no,anise,free,crowded,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,cobwebby,brown,clustered,woods
flat,scaly,yellow,bruises,foul,free,close,broad,chocolate,enlarging,equal,silky,silky,gray,gray,partial,white,other,evanescent,chocolate,several,woods
flat,fibrous,gray,no,foul,free,close,broad,orange,enlarging,bulbous,silky,silky,brown,brown,partial,white,other,large,chocolate,abundant,paths
flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,smooth,orange,buff,universal,yellow,one,zone,chocolate,clustered,grasses
flat,grooves,buff,bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,scaly,cinnamon,cinnamon,partial,orange,one,large,chocolate,solitary,paths
flat,grooves,cinnamon,bruises,musty,free,distant,broad,buff,enlarging,cup,smooth,scaly,pink,pink,partial,orange,two,pendant,orange,solitary,urban
flat,fibrous,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,abundant,meadows
knobbed,scaly,gray,no,foul,free,close,broad,gray,tapering,rhizomorphs,silky,silky,pink,brown,partial,white,one,pendant,chocolate,several,woods
knobbed,fibrous,gray,no,foul,notched,crowded,broad,white,tapering,rhizomorphs,smooth,silky,white,white,universal,yellow,one,sheathing,chocolate,several,grasses
convex,smooth,yellow,no,almond,notched,close,broad,pink,enlarging,bulbous,silky,silky,pink,white,partial,white,one,flaring,chocolate,several,meadows
conical,fibrous,buff,no,foul,free,crowded,broad,pink,enlarging,bulbous,silky,silky,buff,buff,universal,white,one,none,brown,solitary,paths
flat,scaly,yellow,no,none,notched,close,broad,chocolate,enlarging,equal,silky,silky,red,red,universal,white,one,zone,chocolate,several,woods
flat,smooth,brown,no,fishy,notched,close,narrow,chocolate,tapering,bulbous,smooth,smooth,white,gray,universal,yellow,other,pendant,chocolate,scattered,waste
bell,scaly,yellow,no,none,free,close,broad,orange,enlarging,bulbous,silky,fibrous,buff,red,partial,white,one,evanescent,purple,solitary,grasses
convex,fibrous,white,bruises,anise,attached,crowded,broad,white,enlarging,missing,fibrous,fibrous,white,white,partial,brown,one,cobwebby,white,clustered,waste
flat,grooves,pink,no,foul,descending,close,broad,pink,enlarging,equal,silky,silky,brown,pink,partial,white,other,large,chocolate,solitary,urban
flat,fibrous,yellow,no,foul,descending,close,broad,red,enlarging,equal,scaly,silky,pink,buff,partial,orange,other,large,chocolate,scattered,leaves
convex,grooves,yellow,no,foul,free,distant,broad,buff,enlarging,cup,silky,silky,pink,brown,partial,orange,two,large,orange,solitary,woods
flat,scaly,brown,no,foul,free,distant,narrow,yellow,enlarging,bulbous,silky,silky,cinnamon,cinnamon,universal,white,one,large,chocolate,solitary,leaves
flat,grooves,red,bruises,none,descending,close,broad,brown,enlarging,bulbous,scaly,scaly,brown,gray,partial,orange,other,flaring,black,solitary,woods
flat,fibrous,yellow,no,anise,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,universal,white,one,large,brown,several,woods
conical,fibrous,buff,no,anise,free,crowded,narrow,pink,enlarging,club,silky,silky,buff,buff,universal,white,one,none,brown,several,leaves
convex,scaly,red,no,musty,free,distant,narrow,chocolate,tapering,bulbous,silky,silky,pink,brown,partial,white,two,large,chocolate,solitary,waste
flat,fibrous,yellow,no,none,free,close,narrow,red,enlarging,bulbous,silky,silky,brown,buff,universal,white,other,pendant,chocolate,scattered,grasses
bell,scaly,brown,no,fishy,free,close,narrow,orange,tapering,missing,silky,silky,gray,gray,partial,white,one,evanescent,chocolate,abundant,woods
bell,fibrous,green,bruises,foul,attached,close,broad,pink,enlarging,bulbous,fibrous,silky,gray,gray,partial,white,one,large,chocolate,several,urban
conical,grooves,yellow,bruises,foul,free,close,broad,pink,enlarging,club,scaly,scaly,buff,buff,partial,white,one,flaring,chocolate,clustered,meadows
conical,fibrous,yellow,bruises,foul,free,crowded,broad,pink,enlarging,club,scaly,scaly,brown,brown,partial,orange,one,large,green,clustered,paths
bell,fibrous,yellow,bruises,none,descending,close,broad,black,enlarging,bulbous,silky,scaly,red,buff,partial,orange,other,flaring,chocolate,several,woods
sunken,smooth,gray,no,musty,free,distant,narrow,yellow,enlarging,bulbous,silky,smooth,buff,pink,partial,white,one,large,orange,several,paths
flat,scaly,white,no,fishy,free,close,narrow,chocolate,enlarging,bulbous,silky,silky,gray,gray,universal,white,other,large,chocolate,several,grasses
flat,smooth,gray,no,almond,free,close,narrow,black,enlarging,bulbous,smooth,silky,buff,brown,universal,yellow,other,sheathing,black,several,woods
flat,scaly,gray,no,none,free,close,broad,gray,enlarging,bulbous,silky,silky,red,red,partial,white,one,pendant,purple,several,woods
bell,smooth,green,no,almond,attached,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,brown,partial,brown,other,cobwebby,black,abundant,woods
convex,scaly,yellow,no,fishy,free,close,narrow,chocolate,enlarging,equal,silky,silky,buff,pink,partial,white,one,none,chocolate,solitary,grasses
convex,scaly,gray,bruises,foul,free,close,narrow,purple,tapering,equal,fibrous,fibrous,gray,white,partial,brown,one,pendant,chocolate,scattered,grasses
sunken,scaly,pink,no,foul,free,close,narrow,pink,enlarging,rooted,silky,silky,brown,brown,universal,white,two,pendant,buff,solitary,grasses
convex,grooves,yellow,no,none,descending,close,broad,chocolate,enlarging,bulbous,silky,silky,red,buff,partial,white,other,large,chocolate,solitary,leaves
convex,fibrous,yellow,no,foul,attached,crowded,broad,chocolate,enlarging,club,silky,fibrous,brown,buff,partial,brown,one,large,white,clustered,woods
conical,scaly,gray,bruises,none,free,crowded,narrow,brown,tapering,club,silky,silky,pink,white,partial,white,one,pendant,white,solitary,woods
flat,smooth,gray,no,foul,notched,close,narrow,chocolate,enlarging,equal,smooth,smooth,red,red,universal,yellow,one,large,purple,scattered,waste
bell,scaly,yellow,no,almond,free,close,broad,chocolate,tapering,bulbous,silky,silky,brown,pink,partial,white,other,pendant,chocolate,abundant,grasses
flat,smooth,gray,no,almond,notched,close,broad,chocolate,enlarging,equal,smooth,silky,brown,buff,universal,yellow,other,zone,black,scattered,meadows
knobbed,fibrous,brown,no,foul,attached,crowded,broad,chocolate,enlarging,rhizomorphs,fibrous,silky,buff,buff,partial,brown,one,evanescent,chocolate,solitary,grasses
convex,scaly,gray,bruises,foul,attached,close,broad,chocolate,enlarging,bulbous,fibrous,fibrous,gray,pink,partial,brown,other,evanescent,chocolate,scattered,leaves
knobbed,fibrous,cinnamon,no,anise,free,close,narrow,pink,tapering,bulbous,silky,silky,buff,pink,universal,white,one,none,brown,solitary,leaves
flat,scaly,brown,bruises,none,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,red,gray,universal,white,other,zone,brown,scattered,urban
convex,smooth,buff,no,creosote,free,crowded,broad,brown,enlarging,club,silky,silky,orange,orange,partial,white,one,pendant,chocolate,solitary,grasses
flat,fibrous,yellow,bruises,foul,descending,close,broad,chocolate,enlarging,equal,scaly,scaly,gray,gray,partial,orange,one,large,chocolate,several,grasses
convex,fibrous,brown,no,none,attached,close,broad,black,enlarging,bulbous,fibrous,fibrous,red,brown,partial,brown,one,cobwebby,purple,abundant,grasses
convex,smooth,pink,no,musty,notched,close,broad,pink,enlarging,bulbous,silky,smooth,pink,pink,universal,white,two,large,chocolate,solitary,paths
convex,fibrous,purple,no,creosote,attached,close,broad,gray,enlarging,cup,fibrous,silky,brown,cinnamon,partial,brown,two,large,chocolate,numerous,waste
flat,fibrous,gray,no,foul,descending,close,broad,orange,enlarging,bulbous,silky,scaly,pink,buff,partial,white,one,large,black,solitary,grasses
sunken,scaly,yellow,no,spicy,free,distant,narrow,yellow,tapering,rooted,silky,silky,yellow,brown,partial,white,one,large,yellow,solitary,grasses
knobbed,fibrous,buff,bruises,foul,attached,close,broad,white,enlarging,missing,fibrous,smooth,orange,red,partial,white,one,cobwebby,white,clustered,waste
convex,scaly,red,no,foul,free,crowded,broad,brown,tapering,club,silky,silky,white,buff,partial,white,one,pendant,chocolate,clustered,meadows
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,gray,gray,universal,white,one,pendant,chocolate,several,woods
flat,smooth,red,no,foul,notched,close,broad,chocolate,tapering,bulbous,smooth,smooth,gray,gray,universal,yellow,other,zone,chocolate,scattered,paths
convex,scaly,green,no,creosote,free,distant,narrow,buff,tapering,cup,silky,silky,brown,brown,universal,white,one,none,chocolate,solitary,leaves
bell,scaly,white,bruises,almond,free,distant,broad,chocolate,tapering,bulbous,silky,silky,yellow,buff,partial,white,one,large,chocolate,numerous,waste
sunken,fibrous,gray,bruises,foul,free,distant,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,brown,two,large,orange,solitary,meadows
convex,fibrous,white,no,spicy,descending,distant,broad,buff,enlarging,bulbous,silky,scaly,buff,yellow,partial,white,two,large,chocolate,solitary,woods
flat,scaly,yellow,bruises,foul,attached,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,red,partial,brown,other,large,chocolate,solitary,grasses
convex,grooves,gray,no,almond,free,close,broad,gray,enlarging,equal,scaly,scaly,brown,buff,partial,orange,one,large,chocolate,solitary,urban
convex,smooth,buff,no,foul,free,close,broad,red,tapering,equal,fibrous,fibrous,red,white,partial,white,other,pendant,purple,scattered,urban
convex,grooves,yellow,bruises,pungent,free,crowded,broad,white,enlarging,bulbous,scaly,silky,white,white,partial,orange,one,flaring,white,several,grasses
flat,smooth,yellow,no,foul,notched,close,narrow,pink,enlarging,bulbous,silky,smooth,pink,buff,partial,yellow,one,large,brown,clustered,paths
convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,orange,one,large,chocolate,solitary,woods
convex,fibrous,yellow,no,pungent,free,crowded,broad,gray,enlarging,bulbous,fibrous,silky,brown,white,partial,white,one,large,white,several,paths
flat,scaly,yellow,no,foul,free,close,broad,chocolate,tapering,bulbous,silky,silky,red,red,universal,white,one,none,purple,several,leaves
convex,scaly,yellow,bruises,foul,descending,close,broad,chocolate,enlarging,bulbous,scaly,silky,brown,brown,partial,orange,other,large,black,scattered,grasses
convex,smooth,brown,no,foul,notched,close,narrow,pink,enlarging,cup,smooth,silky,buff,cinnamon,universal,yellow,two,zone,buff,several,paths
sunken,scaly,pink,no,anise,free,crowded,broad,white,tapering,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses
knobbed,smooth,yellow,no,pungent,notched,crowded,narrow,white,enlarging,rhizomorphs,smooth,smooth,white,white,partial,yellow,one,zone,chocolate,several,paths
flat,smooth,green,no,foul,notched,close,narrow,buff,tapering,bulbous,silky,silky,buff,pink,universal,yellow,one,large,chocolate,numerous,paths
flat,scaly,red,bruises,none,free,close,broad,pink,enlarging,bulbous,fibrous,fibrous,gray,gray,partial,brown,one,cobwebby,chocolate,scattered,woods
flat,grooves,yellow,bruises,foul,descending,close,broad,red,enlarging,equal,silky,scaly,buff,pink,partial,white,other,large,chocolate,scattered,waste
convex,smooth,pink,no,spicy,free,close,narrow,gray,enlarging,rooted,silky,smooth,brown,brown,partial,yellow,two,zone,yellow,several,paths
flat,scaly,gray,no,none,descending,close,broad,red,enlarging,bulbous,scaly,silky,red,red,partial,white,other,large,purple,scattered,grasses
convex,grooves,green,no,foul,descending,distant,broad,gray,enlarging,cup,silky,silky,pink,pink,partial,white,two,large,chocolate,several,meadows
flat,smooth,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,pink,partial,yellow,one,sheathing,chocolate,scattered,grasses
convex,fibrous,purple,no,foul,free,close,broad,gray,enlarging,cup,silky,silky,brown,yellow,partial,white,two,pendant,chocolate,numerous,urban
convex,scaly,cinnamon,no,musty,free,distant,broad,pink,tapering,cup,silky,silky,pink,pink,partial,white,one,pendant,chocolate,numerous,woods
knobbed,scaly,yellow,no,foul,free,crowded,broad,pink,enlarging,bulbous,silky,silky,gray,gray,partial,white,one,none,chocolate,several,woods
sunken,scaly,red,no,foul,free,distant,narrow,green,tapering,bulbous,silky,silky,brown,pink,universal,white,two,large,orange,solitary,woods
flat,fibrous,yellow,no,almond,free,close,broad,black,enlarging,bulbous,fibrous,silky,brown,brown,partial,brown,one,cobwebby,chocolate,solitary,woods
flat,fibrous,cinnamon,bruises,none,free,crowded,broad,black,enlarging,bulbous,fibrous,fibrous,white,gray,partial,brown,other,evanescent,chocolate,several,meadows
conical,scaly,gray,bruises,foul,descending,crowded,broad,chocolate,enlarging,bulbous,scaly,silky,orange,orange,partial,white,one,large,green,clustered,grasses
convex,scaly,gray,no,creosote,free,close,narrow,buff,tapering,cup,silky,silky,pink,brown,partial,yellow,one,large,chocolate,numerous,paths
flat,smooth,yellow,no,none,free,crowded,narrow,white,enlarging,missing,smooth,smooth,orange,yellow,universal,yellow,one,zone,white,several,grasses
