cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
x,f,n,t,n,a,c,b,k,e,b,f,k,n,e,p,n,o,l,u,y,p
f,y,g,f,c,f,d,n,u,e,u,k,k,c,p,p,w,t,p,b,n,p
f,f,c,t,n,f,w,b,g,e,b,f,s,o,w,p,n,o,p,r,v,d
f,y,p,f,a,f,c,b,w,t,b,s,s,n,n,p,w,b,p,k,v,w
c,f,w,t,l,a,w,n,p,e,b,f,s,w,w,p,n,o,e,n,c,d
s,f,e,t,n,n,d,n,y,t,r,s,s,y,y,p,y,t,p,n,y,g
b,f,g,f,f,d,c,b,k,e,b,k,k,b,p,p,o,b,f,h,y,p
x,f,c,t,f,f,c,b,h,e,u,k,f,n,p,p,w,t,e,o,v,d
k,y,g,t,l,f,c,b,p,e,b,f,f,n,p,p,w,o,c,h,v,p
k,s,w,f,l,n,c,n,p,t,b,s,k,b,b,u,y,o,s,n,v,w
x,y,e,f,c,f,w,n,g,t,b,s,k,c,c,p,w,t,p,n,v,w
x,y,u,f,f,f,d,b,h,t,u,s,s,b,n,p,w,t,s,h,y,g
x,y,y,f,c,f,c,b,u,e,u,k,k,c,c,p,n,o,l,b,n,m
k,g,y,t,f,d,w,b,h,e,z,k,k,n,o,p,o,o,f,h,v,p
f,f,y,f,l,f,w,b,g,e,z,k,f,p,n,p,n,o,l,n,v,m
c,s,y,f,l,n,w,b,g,t,b,k,s,b,n,p,w,o,l,h,c,d
c,g,g,t,p,d,c,b,n,e,b,s,y,w,w,p,o,o,f,k,c,g
b,f,c,t,a,f,c,b,o,e,b,f,f,b,n,p,w,b,l,k,a,l
f,y,e,f,n,f,c,n,e,e,b,k,k,n,b,p,w,b,p,u,y,u
f,s,y,f,a,n,c,b,g,e,e,k,k,n,b,u,y,b,l,k,y,g
k,y,r,t,n,f,w,n,g,t,z,s,k,w,o,u,w,o,p,r,y,d
f,y,n,t,a,d,c,b,n,t,b,s,s,w,n,p,o,o,p,n,s,w
f,g,y,t,n,d,w,b,n,e,c,y,y,w,b,p,w,o,f,n,v,d
k,s,u,f,f,n,w,b,h,t,b,s,s,n,o,p,w,o,l,h,v,l
x,y,n,f,c,f,c,n,b,t,u,k,k,b,b,u,w,t,n,h,v,d
k,y,c,t,p,f,w,b,h,e,z,f,k,w,b,p,n,o,c,w,v,d
x,y,e,t,c,a,c,b,u,e,b,s,f,p,c,p,w,t,p,b,n,l
x,g,r,t,f,f,c,b,p,e,u,y,k,n,b,p,w,t,l,h,n,d
f,f,e,f,p,f,c,n,n,t,c,k,s,w,w,p,w,o,p,w,v,g
f,f,b,t,p,f,w,b,n,e,u,s,s,c,w,p,n,o,p,b,n,d
f,f,g,t,y,f,c,b,w,e,b,s,y,g,p,p,o,o,f,n,s,d
x,f,g,f,f,f,c,b,p,t,b,s,k,c,c,u,w,o,s,h,y,g
s,y,y,f,s,f,d,b,y,e,b,k,k,y,b,p,n,t,e,h,y,m
b,f,c,f,f,f,c,n,k,e,b,k,k,e,e,u,w,o,n,u,y,m
f,y,e,t,m,n,d,n,p,t,u,s,s,p,p,u,y,t,s,n,v,p
c,f,e,f,f,n,w,b,p,t,c,k,k,o,n,u,w,o,l,r,c,d
f,f,g,t,f,a,c,b,h,e,e,f,k,e,b,p,n,b,e,h,s,p
f,f,n,t,c,a,c,b,b,e,u,k,f,p,c,p,w,t,c,b,n,p
f,f,e,f,f,f,c,b,h,e,e,f,k,p,b,p,n,o,c,h,s,p
x,g,u,f,s,d,c,b,u,e,b,k,k,y,y,p,w,t,l,y,n,p
f,f,y,t,n,f,d,b,r,e,b,k,y,c,b,p,o,t,l,b,v,g
f,s,p,f,n,n,c,n,e,t,b,s,s,e,w,p,y,o,z,u,s,d
k,y,y,f,f,f,c,n,w,e,b,k,k,b,n,u,w,o,l,n,v,d
x,f,r,t,m,f,d,n,u,t,b,k,k,g,p,u,w,t,p,o,n,p
c,y,e,t,p,d,w,b,n,t,c,s,s,g,w,p,w,o,p,k,y,d
x,g,b,f,f,f,c,n,n,e,b,y,y,w,w,p,o,o,f,r,c,d
x,y,e,f,f,f,c,n,h,e,b,k,k,b,b,u,w,o,n,n,c,w
k,y,g,f,f,n,w,n,p,e,z,k,s,b,p,u,w,o,z,r,v,g
x,y,c,t,n,f,c,b,p,t,b,s,s,w,e,u,w,o,p,k,y,d
f,f,e,t,n,a,c,b,p,e,e,f,s,w,e,p,n,o,e,u,y,m
f,s,g,f,y,f,c,b,h,t,b,s,k,g,g,p,w,b,z,h,s,d
f,y,w,t,n,f,c,b,b,t,u,s,y,w,g,p,n,o,e,n,v,u
x,f,u,f,f,f,d,b,u,e,u,s,k,n,p,p,w,t,l,h,n,d
f,y,g,f,f,f,c,b,g,t,b,k,k,e,n,p,y,o,l,h,a,w
s,f,g,t,n,a,d,b,r,t,r,s,f,g,p,p,w,o,c,n,y,d
x,f,y,f,f,a,c,b,h,e,b,k,f,n,y,p,n,o,l,h,n,g
b,y,y,f,a,f,c,n,k,t,b,k,k,n,n,u,w,o,n,h,a,l
f,y,y,f,f,f,c,b,p,e,b,k,k,p,g,p,n,o,c,h,s,g
x,f,c,f,f,f,c,n,g,t,b,k,s,y,b,p,y,t,l,h,n,d
x,s,p,f,c,d,w,n,w,e,z,y,s,w,w,p,w,o,p,w,s,u
x,y,g,f,m,f,d,n,r,e,b,s,k,w,p,u,w,o,n,k,y,d
x,y,g,f,y,f,c,b,g,e,b,f,k,b,p,p,w,o,l,h,a,p
s,y,y,t,m,f,c,b,y,e,r,f,f,p,p,p,w,o,l,o,y,p
f,f,r,t,f,f,d,b,h,e,b,f,k,p,y,p,w,t,e,y,n,m
c,y,g,f,n,f,w,n,n,t,b,k,k,w,o,u,w,o,p,n,v,d
x,f,g,t,c,f,d,b,w,e,b,f,f,c,w,p,w,t,p,b,y,u
b,g,c,f,y,f,c,b,o,e,b,k,k,p,b,p,o,b,l,h,a,d
c,y,g,t,n,f,c,b,w,t,c,s,s,b,p,u,w,o,p,k,v,p
s,g,y,t,a,d,c,b,e,e,b,y,y,p,b,p,w,o,f,k,y,d
s,s,g,f,f,f,d,n,h,t,b,s,k,b,b,p,w,o,z,h,y,p
f,f,b,f,f,a,w,b,p,e,b,f,k,b,w,p,w,o,l,w,v,p
s,y,g,f,m,f,d,b,h,e,r,s,k,b,p,u,y,o,l,h,y,l
k,g,c,t,l,d,w,b,w,e,z,y,y,b,b,p,w,o,l,h,y,g
f,s,y,f,p,n,w,n,n,t,c,s,k,w,b,u,y,o,l,h,c,p
c,y,g,f,p,f,w,b,p,t,c,k,k,p,n,u,w,o,p,w,y,p
s,s,p,t,c,a,c,b,g,e,b,f,f,w,w,p,n,o,c,k,v,w
f,f,g,t,n,f,c,b,e,e,e,k,k,e,e,p,w,b,l,u,s,u
x,f,w,t,f,f,c,b,o,e,b,k,k,c,b,u,y,o,l,h,n,p
x,y,n,f,n,f,c,n,b,t,u,k,s,p,p,p,w,o,p,o,n,l
k,f,g,t,n,f,c,b,w,e,z,s,f,o,w,p,w,o,c,r,v,u
c,f,e,f,p,n,w,b,p,e,c,k,k,w,w,u,y,o,s,w,c,p
f,g,g,t,c,d,c,b,u,e,e,s,y,g,g,p,o,b,l,h,s,d
k,f,r,t,l,a,w,b,p,e,z,f,f,b,b,p,w,o,c,h,v,w
x,f,c,f,c,f,d,b,h,t,u,s,s,b,c,u,y,o,s,b,n,g
c,s,y,f,p,d,c,b,u,e,b,y,y,w,w,p,w,o,l,w,v,u
b,f,e,f,n,f,c,n,w,t,b,k,s,w,p,p,w,o,p,n,a,g
s,f,g,f,f,a,d,b,p,e,r,k,k,b,c,p,w,t,e,h,y,g
k,f,u,f,c,f,w,n,p,t,z,s,s,o,w,u,y,o,p,r,v,w
s,s,w,t,f,f,d,n,p,t,z,f,s,b,b,p,n,o,e,h,v,w
x,y,r,f,s,f,d,b,p,e,u,k,k,n,y,u,w,o,l,h,v,p
c,s,b,f,p,f,c,n,n,t,?,s,s,e,w,p,w,t,s,w,c,w
f,f,p,f,y,f,c,b,e,e,b,k,k,g,p,p,o,o,l,h,s,u
c,g,g,t,f,d,c,b,p,e,c,y,k,p,o,p,o,o,l,h,y,g
k,y,r,f,f,f,w,b,h,e,b,k,k,n,w,u,w,o,p,h,v,l
b,f,y,f,y,f,c,b,k,t,b,k,k,g,g,p,w,o,l,h,a,u
f,f,w,f,f,n,c,n,w,t,z,s,s,o,o,u,y,o,p,r,v,d
b,s,y,f,f,n,c,n,h,e,b,s,s,p,g,u,w,o,s,h,a,d
x,f,c,t,c,a,d,b,u,e,u,k,k,p,p,p,w,t,l,b,n,m
f,y,c,f,y,f,c,n,p,e,b,k,k,n,g,p,w,b,l,h,a,g
x,s,b,f,c,f,d,n,u,e,b,s,s,w,c,u,w,t,s,b,y,d
x,f,g,f,c,f,c,n,e,t,b,s,s,e,e,p,y,o,z,n,s,p
x,y,g,f,f,f,w,n,p,t,c,s,s,o,o,p,w,o,l,h,v,l
b,g,g,t,f,d,c,b,k,e,b,y,s,g,g,p,o,b,p,h,a,g
k,f,u,f,f,a,w,b,g,e,z,f,k,b,b,p,w,o,l,h,v,g
f,s,g,f,f,n,w,n,n,t,z,s,s,p,o,u,w,o,s,k,v,w
f,f,y,t,a,d,c,b,p,e,b,y,k,b,n,p,w,b,l,k,s,d
f,f,e,t,n,f,c,b,e,t,b,f,f,p,e,p,n,o,c,k,v,l
s,y,g,t,m,a,c,b,p,e,r,k,f,p,p,p,w,t,l,h,y,g
f,f,n,t,l,f,w,b,p,e,b,f,f,b,w,p,w,o,e,n,c,d
f,f,p,f,y,f,c,b,w,t,e,k,s,g,p,u,w,b,p,k,y,d
x,s,b,f,f,n,d,n,g,t,r,k,s,n,c,u,w,o,z,h,y,g
c,g,g,f,f,f,w,b,n,e,c,k,y,o,p,p,o,o,l,r,c,w
x,f,e,t,m,a,c,b,w,e,u,f,s,g,g,p,w,o,p,h,a,d
f,f,r,f,c,f,d,n,b,t,u,s,k,c,c,u,y,t,l,b,n,p
k,f,c,t,n,f,c,b,w,e,b,s,f,p,p,p,n,o,c,w,v,d
f,y,b,f,n,n,w,n,p,t,b,s,s,w,g,p,w,o,z,k,y,d
k,y,n,t,n,a,c,b,w,t,z,f,f,w,w,p,n,o,p,n,v,u
f,f,g,f,f,f,c,b,n,e,c,f,f,n,b,p,w,o,e,n,y,p
x,s,w,t,c,f,d,n,b,t,u,s,s,g,p,u,y,t,p,k,n,d
f,s,p,f,m,n,c,b,p,t,r,k,s,p,b,p,w,o,z,h,y,m
x,f,e,t,f,f,c,b,p,e,r,f,f,p,p,p,w,t,l,h,y,p
x,y,y,f,s,n,d,n,b,t,u,k,s,b,y,p,w,t,l,y,v,d
x,f,u,f,f,f,w,n,g,t,z,k,k,n,p,u,w,o,l,h,v,p
s,f,y,t,m,a,c,b,p,e,b,f,f,p,n,p,w,o,l,o,y,d
s,s,p,t,c,f,d,n,r,t,r,s,s,c,c,p,w,t,s,n,y,p
s,f,g,t,n,f,c,b,n,e,c,f,s,g,o,p,w,o,p,n,c,d
k,y,g,t,f,d,w,b,w,e,z,k,k,b,p,p,w,o,l,r,v,g
f,g,b,f,y,d,c,b,h,e,e,y,k,g,p,p,o,o,l,h,s,l
x,y,g,f,f,a,c,b,p,e,b,k,f,p,b,p,n,b,c,h,y,g
x,g,w,t,y,d,c,n,k,e,?,k,y,w,g,p,w,o,e,h,a,u
f,f,g,t,f,a,c,b,e,e,b,k,k,n,n,p,n,b,c,k,s,p
x,y,g,f,l,f,w,b,g,e,z,k,k,b,b,p,w,o,l,n,v,g
f,y,g,f,c,f,c,n,h,t,e,s,k,n,n,p,w,o,p,n,v,d
f,f,g,f,a,a,c,b,p,e,b,k,k,n,n,p,n,o,c,k,v,g
s,s,b,t,f,f,c,n,r,t,b,k,k,y,w,u,w,t,p,h,y,w
b,y,c,f,y,f,c,b,o,t,b,k,k,n,p,u,w,b,p,h,a,d
k,y,u,t,f,a,w,b,p,e,z,k,k,b,b,u,w,o,z,n,v,l
x,y,w,f,s,f,w,n,u,e,u,k,s,y,w,u,w,t,p,y,s,u
x,y,y,f,y,f,c,n,h,t,e,k,k,g,n,p,w,b,n,h,s,g
s,f,e,t,n,a,d,b,w,t,b,f,f,w,c,p,n,o,e,b,y,d
x,g,g,t,a,d,c,b,h,e,b,y,y,p,p,p,w,o,l,k,a,u
x,g,c,t,m,f,d,b,u,e,u,y,y,p,p,p,o,o,l,h,v,d
k,f,y,f,p,d,w,b,p,e,z,k,k,p,w,p,w,o,l,w,v,p
f,f,w,f,f,n,c,b,o,t,b,k,k,p,g,u,y,o,l,h,a,g
x,f,g,f,s,d,c,b,h,e,b,k,k,y,b,p,o,t,l,h,y,w
s,s,g,t,n,n,d,n,r,t,b,s,s,p,p,u,y,o,p,o,v,m
x,f,g,t,a,f,c,b,o,e,b,y,y,n,p,p,o,b,l,k,a,w
f,y,p,f,n,n,c,b,u,t,b,s,s,g,p,u,w,t,p,n,y,d
f,y,y,f,n,f,c,n,h,t,e,s,s,e,p,u,w,b,l,h,s,d
f,f,p,f,f,n,c,n,p,t,b,s,s,n,n,u,w,o,s,h,y,m
f,f,g,f,y,f,c,n,h,e,b,k,k,g,g,p,w,b,n,h,v,w
k,s,r,f,c,f,w,n,w,e,b,s,s,o,w,p,w,o,z,r,v,d
x,s,c,f,m,n,c,b,u,t,u,s,k,p,p,p,w,t,l,h,n,d
k,y,r,f,n,f,w,n,w,t,z,k,s,o,w,u,w,o,p,r,v,p
x,s,c,f,s,n,c,n,u,t,u,s,s,y,w,p,w,o,z,y,s,w
x,g,y,f,n,d,c,b,k,e,b,y,y,p,e,p,w,o,l,u,a,p
x,s,y,f,a,n,c,b,p,e,e,s,s,n,n,p,y,o,l,h,y,m
x,y,p,f,p,f,w,n,n,e,c,k,s,w,w,u,w,o,p,w,v,d
f,g,e,t,f,f,c,b,p,e,b,y,y,p,n,p,o,o,f,h,y,p
b,f,n,f,y,f,c,n,o,t,b,k,k,p,n,p,w,b,p,h,a,u
s,y,y,t,n,f,d,n,y,t,b,k,s,g,g,u,w,o,p,o,y,d
s,y,y,f,f,f,d,n,y,t,b,k,k,p,p,p,w,t,l,h,y,p
k,f,w,t,f,f,w,b,w,e,z,k,f,o,o,p,n,o,l,h,v,u
b,f,w,f,c,f,c,n,o,t,b,s,s,e,e,p,w,o,p,u,s,d
x,s,y,f,c,f,c,n,e,t,b,s,k,w,e,u,w,b,n,u,s,d
s,y,e,f,n,f,d,b,n,t,r,s,k,y,y,u,w,t,p,y,y,d
f,g,y,t,y,f,c,b,h,e,b,k,y,g,g,p,o,o,l,h,s,l
s,f,n,t,s,f,d,b,y,e,r,s,s,y,y,p,n,t,c,y,y,u
b,g,u,t,n,d,c,b,p,e,b,y,y,w,e,p,o,o,p,u,a,d
f,s,w,f,f,n,c,b,p,e,b,k,k,y,y,p,w,o,z,h,n,d
b,y,y,f,a,f,c,n,p,e,b,k,k,n,n,p,w,b,l,k,y,g
x,s,u,f,f,n,c,n,g,t,b,s,s,n,g,p,w,b,f,h,v,g
c,f,e,f,l,a,c,b,g,e,b,k,f,b,b,p,w,o,l,n,c,m
x,f,y,t,f,f,d,b,g,e,u,f,k,y,n,p,n,o,c,y,y,g
c,s,b,t,f,n,w,n,n,t,c,s,s,o,p,u,y,o,p,r,c,d
x,g,g,t,s,d,d,b,b,e,b,k,y,y,p,p,o,t,l,h,v,p
x,y,u,f,m,n,c,b,u,t,u,k,k,n,p,u,y,o,s,h,v,p
s,f,e,t,f,a,c,b,p,e,r,f,f,y,y,p,w,o,l,h,y,u
b,s,y,f,f,n,c,b,o,t,b,s,s,g,g,u,y,b,s,h,y,p
b,f,w,f,n,n,c,n,o,t,b,s,s,e,e,u,y,b,p,n,a,d
c,y,n,f,n,f,c,b,h,e,e,f,f,g,g,p,w,b,p,n,v,u
x,f,y,f,y,f,c,b,h,e,b,k,f,g,g,p,n,o,l,h,y,u
f,y,u,f,n,n,c,n,h,t,e,s,s,w,w,p,y,o,f,h,s,g
c,f,g,t,l,f,w,b,n,t,c,s,f,b,b,p,n,o,e,n,y,m
f,g,y,t,a,f,c,b,k,e,b,k,y,p,n,p,w,o,l,k,v,g
f,y,y,f,f,f,c,n,g,t,e,k,k,n,n,p,w,o,l,k,s,g
b,f,n,f,f,f,c,b,o,e,b,f,f,g,g,p,w,b,e,h,y,u
x,s,r,f,n,f,w,n,p,e,z,s,k,w,p,p,w,o,l,w,v,p
f,s,y,f,l,n,w,n,g,t,b,s,k,p,b,p,w,o,l,n,v,p
s,f,y,t,s,f,d,b,g,e,r,f,f,y,b,p,w,o,c,h,y,d
s,g,p,f,m,d,c,b,y,e,r,y,k,p,b,p,w,o,l,h,y,g
k,s,c,f,f,n,w,b,w,e,z,k,k,o,o,u,w,o,z,r,v,l
x,f,w,t,f,f,d,b,u,e,b,k,k,n,b,p,w,t,l,h,y,w
f,f,e,t,n,f,c,b,h,e,e,f,s,p,g,p,w,b,c,k,s,m
b,g,g,t,f,d,c,b,o,e,b,y,y,g,g,p,o,b,f,h,y,d
b,y,e,t,n,d,c,b,k,e,b,y,s,e,g,p,o,b,f,u,a,d
k,f,g,f,f,f,w,b,p,e,z,f,k,b,n,p,w,o,l,w,v,d
f,f,n,t,f,a,c,b,u,e,u,k,k,c,c,p,w,t,e,b,n,d
k,y,c,t,p,f,w,b,g,e,b,s,s,w,w,p,o,o,f,w,y,g
b,f,w,f,n,f,c,b,o,t,b,s,k,p,g,u,w,b,n,h,y,d
f,s,g,f,f,f,c,n,o,e,b,k,s,e,p,u,w,b,l,u,v,u
b,f,n,f,n,f,c,n,k,t,b,k,s,n,p,p,w,b,p,k,a,d
f,f,e,f,n,f,c,b,p,t,u,s,s,p,c,p,y,t,z,b,y,d
f,y,y,f,s,f,d,n,h,e,z,y,y,b,b,p,o,o,l,h,v,d
x,g,r,t,c,f,c,n,b,e,u,y,s,c,c,p,w,o,f,b,v,w
c,y,g,f,l,f,w,b,p,t,c,k,k,b,n,p,w,o,l,n,c,d
b,y,u,f,y,f,c,b,b,e,b,k,s,p,p,p,o,b,e,w,a,m
x,s,e,f,f,f,c,n,h,t,b,k,k,b,p,u,y,o,s,h,s,d
c,y,g,f,f,f,w,b,n,t,c,k,k,b,w,p,w,o,n,h,y,l
f,g,g,t,n,d,c,b,u,t,c,s,y,o,p,p,w,o,l,n,c,d
x,y,n,f,l,f,c,n,w,e,?,y,y,b,p,p,w,o,e,n,v,l
c,s,e,f,n,f,w,n,n,t,b,s,s,b,b,u,w,o,p,n,c,d
f,f,b,t,n,f,c,b,g,e,b,f,s,w,n,p,n,b,c,k,v,l
b,y,g,f,n,f,c,b,k,t,b,k,s,n,n,p,w,o,n,k,y,d
k,y,c,f,f,f,w,n,p,e,z,k,k,w,n,p,w,o,l,w,v,w
f,f,b,t,f,a,c,b,w,e,c,s,f,w,g,p,w,o,e,k,c,d
x,f,c,f,c,n,c,b,b,e,b,s,k,c,n,p,w,t,l,b,y,p
k,f,w,f,f,n,c,n,g,e,b,s,s,n,o,p,y,o,l,r,v,d
f,g,g,t,m,f,d,b,g,e,b,y,k,n,p,p,o,o,l,h,y,g
f,s,e,t,f,f,c,b,n,t,b,s,s,o,o,u,y,o,z,r,v,g
f,g,e,t,n,f,c,b,h,e,b,k,y,e,e,p,w,o,l,u,y,g
f,f,y,f,c,a,c,b,u,e,b,f,f,c,c,p,w,t,l,b,n,m
c,f,p,f,f,n,c,n,g,e,b,k,s,n,g,u,w,o,l,h,s,u
x,f,w,f,f,d,w,b,g,e,b,y,k,o,b,p,w,o,l,h,v,p
s,s,y,f,s,f,c,n,p,t,r,k,k,p,y,u,y,t,l,y,v,g
f,f,y,f,l,n,c,n,h,t,b,k,k,b,b,p,w,o,l,h,v,w
x,f,g,f,y,a,c,b,p,e,b,k,k,g,g,p,w,b,c,h,a,u
f,y,e,f,n,f,c,n,u,t,z,s,k,b,g,p,w,o,p,k,v,d
f,f,y,f,f,f,d,n,r,t,r,k,k,y,y,u,w,t,l,y,v,d
x,f,y,f,c,a,d,b,b,e,b,f,k,c,p,p,n,t,c,b,v,g
x,f,u,t,s,f,c,b,b,t,b,k,k,y,y,p,w,o,p,y,v,u
s,y,y,f,m,f,d,b,r,t,r,k,k,p,p,p,w,t,p,h,v,p
x,f,y,f,m,f,c,b,h,e,b,f,k,b,p,p,w,t,l,o,v,p
f,y,y,t,n,n,c,n,p,t,b,s,s,p,p,p,y,o,z,k,y,d
c,y,g,t,f,d,w,b,p,e,b,k,y,o,o,p,w,o,l,r,y,p
f,y,u,f,p,f,c,n,w,t,b,k,k,w,w,p,w,o,p,k,v,d
x,y,y,t,f,d,c,b,g,e,e,y,k,b,b,p,w,b,l,u,s,g
b,f,n,f,l,a,w,b,w,e,b,f,k,b,b,p,n,o,c,n,v,m
b,y,y,t,f,d,c,b,k,e,b,y,y,b,b,p,w,b,l,k,v,d
x,s,n,f,a,f,c,n,o,e,b,s,s,w,w,p,w,b,p,k,a,g
f,f,y,f,n,f,c,n,h,t,b,k,k,g,g,u,w,o,n,h,v,d
x,g,c,f,c,f,d,b,u,e,b,y,k,c,c,p,o,o,f,b,y,g
k,f,r,f,f,n,c,b,h,e,z,s,s,b,o,p,w,o,s,h,v,m
f,f,c,f,y,a,c,b,k,e,b,k,k,g,g,p,n,o,c,h,a,u
f,y,n,t,n,a,c,b,w,e,b,s,s,e,w,p,n,o,e,k,v,d
x,g,y,f,f,d,c,b,n,e,b,y,k,b,b,p,w,o,l,n,c,w
k,g,g,t,l,d,w,b,w,e,z,k,y,b,b,p,o,o,l,h,v,d
f,y,e,t,n,d,c,b,w,e,b,y,y,e,e,p,w,b,p,n,v,d
f,y,e,t,p,d,w,b,g,t,z,s,s,p,w,p,o,o,l,w,v,d
c,s,b,t,f,f,c,b,p,e,b,f,f,b,w,p,n,o,e,n,v,g
x,g,g,t,f,d,c,b,u,e,b,y,y,p,y,p,o,t,l,h,n,g
f,y,b,f,f,f,c,b,g,e,c,k,k,b,b,u,w,o,l,h,c,u
b,y,c,f,y,f,c,b,k,e,b,y,y,g,g,p,o,b,l,h,a,p
x,f,r,f,f,f,c,b,w,t,z,k,k,o,o,p,w,o,l,r,v,p
k,y,w,f,f,n,w,n,g,t,b,k,s,b,o,p,y,o,l,h,v,w
f,g,y,f,f,d,c,b,y,e,b,k,y,c,p,p,w,t,f,b,v,p
f,f,b,t,y,f,c,b,w,t,e,s,s,w,w,p,n,b,p,h,y,g
x,y,g,t,f,d,w,b,p,e,c,k,k,o,o,p,o,o,l,r,v,m
f,y,e,f,f,f,w,b,p,t,c,s,s,o,p,p,y,o,l,r,v,g
x,g,g,f,l,d,w,b,p,e,z,k,y,b,b,p,o,o,l,h,y,p
f,f,y,t,y,f,c,b,h,e,b,f,f,g,p,p,n,b,e,h,s,d
f,y,b,t,n,f,c,n,p,t,e,s,k,p,w,u,w,o,n,u,s,u
f,y,w,f,c,f,c,n,b,t,b,k,k,c,p,p,w,t,n,b,n,p
f,f,y,f,f,n,c,n,y,t,b,k,s,b,p,u,w,t,z,h,v,g
k,f,r,t,p,a,w,b,g,e,b,f,k,b,p,p,n,o,e,h,y,p
f,y,u,f,a,f,c,n,o,t,b,s,s,g,p,p,w,o,z,k,y,w
x,y,g,f,p,f,w,n,g,e,b,k,k,w,b,p,w,o,p,h,y,w
x,f,g,t,s,f,d,b,u,t,b,f,f,y,y,p,n,o,c,y,v,d
x,y,y,f,f,f,c,n,y,e,r,k,k,y,y,p,w,t,l,h,v,p
f,y,b,f,a,n,c,b,p,t,e,k,s,p,n,u,y,o,z,k,s,d
x,s,p,f,f,f,w,n,p,t,c,k,s,n,p,p,w,o,s,w,c,d
f,f,b,f,m,f,w,n,y,e,r,f,s,w,p,p,y,o,s,o,v,m
b,f,r,f,a,a,c,b,h,e,b,f,f,n,n,p,w,b,e,k,a,d
b,f,g,t,y,d,c,b,o,e,b,k,y,g,g,p,o,o,l,h,a,g
x,s,g,f,p,f,c,b,h,e,z,k,k,w,w,p,w,o,s,w,v,l
f,y,g,f,f,f,w,n,w,e,b,k,k,w,w,p,w,o,l,h,v,g
x,s,e,t,c,a,c,b,w,t,b,f,s,w,c,p,n,o,c,h,s,u
k,y,u,f,f,f,c,b,g,t,z,k,k,n,n,u,w,o,p,h,v,d
x,y,g,t,p,f,c,b,n,e,b,f,f,n,w,p,w,o,l,w,c,g
k,f,y,t,f,a,w,b,g,e,b,f,f,o,o,p,w,o,c,r,v,w
f,f,g,f,f,f,c,n,h,e,r,s,k,n,y,u,y,o,l,h,y,p
x,f,n,t,c,f,d,b,b,e,u,f,f,c,c,p,n,t,e,b,y,d
b,f,u,t,y,f,c,n,w,t,b,s,s,g,w,u,w,o,p,k,y,d
x,f,y,f,p,d,w,b,p,e,b,y,k,w,w,p,o,o,l,h,c,u
x,f,u,f,m,f,d,n,h,t,b,k,k,b,p,u,w,o,l,h,n,p
f,s,p,t,n,n,c,n,e,t,e,s,s,e,e,u,w,b,p,k,y,d
f,y,b,f,y,f,c,b,e,e,e,f,f,g,p,p,n,o,e,h,s,p
b,f,n,t,n,f,c,b,k,e,b,k,f,e,e,p,w,b,c,u,a,m
c,f,y,t,p,f,w,b,p,e,b,k,f,p,w,p,w,o,e,h,c,u
f,f,b,t,n,f,c,b,w,t,b,s,k,n,w,p,w,o,p,k,y,u
x,y,c,f,f,f,d,b,u,t,u,k,k,p,p,u,w,t,l,h,n,l
b,f,r,f,y,f,c,b,g,e,b,k,f,g,p,p,w,b,l,h,y,p
b,y,c,t,n,d,d,b,p,t,b,y,s,y,y,p,o,t,f,y,n,d
f,f,g,t,c,f,d,b,r,t,r,f,s,c,c,p,n,o,p,b,y,d
x,y,u,f,f,f,c,n,w,t,b,k,k,b,n,u,w,o,n,n,v,d
b,f,w,f,a,a,c,b,o,e,b,k,k,p,n,p,n,b,l,k,v,p
f,f,c,t,n,f,c,b,k,e,b,k,f,e,b,p,n,b,l,h,a,d
f,s,b,f,n,n,c,b,e,e,e,k,s,e,p,p,w,b,z,u,s,p
s,f,e,t,c,f,d,b,h,e,r,k,k,c,c,p,n,o,c,h,y,g
k,y,g,f,l,f,c,b,p,e,z,f,f,b,b,p,n,o,l,n,y,d
f,y,b,f,f,f,c,n,k,t,b,k,k,e,w,p,w,b,n,h,a,u
f,f,e,t,y,f,c,b,k,t,b,y,s,p,p,p,w,b,l,h,a,u
f,f,n,f,a,f,c,b,h,e,?,k,f,n,n,p,n,o,c,k,v,p
x,y,n,t,n,f,c,n,n,t,b,k,k,c,w,p,w,t,p,n,n,d
x,f,g,f,m,f,w,b,n,e,b,f,s,w,p,p,w,t,c,k,v,d
x,s,c,f,s,f,d,n,b,e,r,k,k,y,y,u,w,o,p,n,y,d
c,f,n,t,y,a,w,b,b,e,?,s,f,o,w,p,w,o,c,r,c,l
f,f,g,t,c,f,d,b,g,e,r,k,k,c,c,p,w,t,c,h,y,p
s,f,g,t,c,a,c,b,r,e,r,k,k,b,c,p,w,o,l,b,y,w
b,s,g,t,f,f,c,n,w,t,b,s,f,n,n,p,w,b,p,h,a,d
f,y,g,f,f,f,c,n,h,t,e,k,k,e,p,u,w,o,l,u,s,w
x,f,w,t,p,a,w,b,p,e,b,f,k,b,w,p,n,o,l,w,v,d
s,y,g,f,f,n,c,n,r,t,r,s,s,y,y,p,w,t,s,y,y,p
f,f,p,t,f,a,c,b,h,e,b,k,f,g,b,p,w,b,e,h,y,w
c,s,p,f,f,f,w,n,p,t,c,s,s,b,b,u,w,o,s,n,y,d
