class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,conical,smooth,pink,no,anise,notched,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,buff,partial,yellow,one,pendant,brown,clustered,meadows
edible,flat,smooth,red,no,foul,notched,close,narrow,brown,tapering,rhizomorphs,smooth,smooth,pink,pink,universal,white,one,pendant,brown,several,waste
poisonous,knobbed,fibrous,yellow,no,pungent,descending,close,broad,gray,enlarging,rhizomorphs,silky,scaly,brown,buff,partial,white,one,large,chocolate,several,woods
edible,sunken,smooth,gray,bruises,spicy,free,distant,broad,yellow,tapering,rooted,smooth,smooth,gray,pink,partial,white,one,sheathing,brown,several,paths
edible,conical,smooth,red,no,anise,notched,crowded,narrow,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,sheathing,black,clustered,leaves
poisonous,convex,grooves,gray,no,spicy,descending,close,broad,chocolate,enlarging,cup,scaly,silky,buff,yellow,partial,orange,two,large,chocolate,solitary,woods
edible,convex,smooth,brown,no,musty,free,distant,narrow,pink,tapering,cup,smooth,smooth,pink,white,partial,white,two,sheathing,orange,numerous,urban
poisonous,convex,fibrous,green,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,brown,several,woods
edible,bell,scaly,green,no,none,free,close,broad,black,tapering,bulbous,smooth,silky,red,red,universal,white,one,none,purple,abundant,woods
edible,flat,fibrous,red,bruises,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,buff,pink,partial,white,one,pendant,brown,clustered,meadows
edible,conical,grooves,gray,bruises,none,descending,crowded,broad,pink,enlarging,club,smooth,scaly,pink,orange,partial,white,one,pendant,green,solitary,paths
poisonous,convex,fibrous,purple,bruises,foul,descending,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,orange,one,large,brown,several,woods
edible,flat,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,silky,white,pink,universal,white,one,pendant,brown,scattered,leaves
edible,flat,smooth,buff,no,pungent,notched,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,gray,universal,white,one,pendant,brown,clustered,woods
poisonous,convex,smooth,pink,no,creosote,free,close,narrow,gray,enlarging,equal,smooth,smooth,red,red,universal,yellow,other,sheathing,purple,scattered,waste
edible,sunken,fibrous,red,bruises,none,free,close,broad,purple,enlarging,rooted,smooth,fibrous,cinnamon,white,partial,white,two,pendant,buff,solitary,woods
edible,conical,fibrous,yellow,bruises,none,descending,crowded,broad,brown,tapering,club,smooth,smooth,gray,pink,partial,white,one,pendant,black,clustered,woods
edible,sunken,fibrous,gray,bruises,creosote,free,close,broad,white,tapering,bulbous,silky,silky,cinnamon,white,universal,white,one,pendant,buff,solitary,woods
edible,bell,fibrous,purple,bruises,fishy,free,close,broad,purple,enlarging,bulbous,fibrous,smooth,gray,pink,partial,brown,one,pendant,brown,abundant,urban
poisonous,convex,fibrous,gray,no,foul,notched,close,narrow,chocolate,tapering,bulbous,silky,smooth,red,buff,universal,yellow,other,sheathing,purple,scattered,paths
edible,bell,scaly,brown,bruises,fishy,free,close,broad,pink,tapering,bulbous,silky,smooth,gray,gray,universal,white,other,none,chocolate,abundant,grasses
edible,conical,scaly,red,bruises,pungent,free,crowded,broad,pink,tapering,club,scaly,smooth,white,white,partial,orange,one,flaring,white,clustered,grasses
edible,flat,grooves,brown,bruises,none,descending,close,broad,purple,enlarging,bulbous,smooth,scaly,pink,yellow,partial,white,one,large,yellow,solitary,woods
poisonous,knobbed,smooth,pink,no,creosote,descending,crowded,narrow,brown,enlarging,bulbous,scaly,smooth,white,white,partial,orange,one,large,black,scattered,woods
edible,sunken,scaly,red,no,none,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,brown,one,cobwebby,white,clustered,waste
edible,flat,scaly,yellow,bruises,none,free,close,broad,pink,tapering,equal,scaly,scaly,gray,pink,partial,white,one,pendant,black,several,grasses
edible,flat,fibrous,buff,bruises,pungent,attached,close,broad,brown,tapering,bulbous,smooth,fibrous,white,white,partial,brown,one,cobwebby,white,clustered,meadows
poisonous,convex,smooth,white,bruises,creosote,attached,close,broad,purple,enlarging,cup,smooth,fibrous,white,cinnamon,partial,brown,two,pendant,black,numerous,woods
poisonous,flat,scaly,pink,no,foul,free,close,narrow,chocolate,enlarging,equal,silky,silky,red,brown,universal,white,other,none,purple,several,waste
edible,flat,scaly,cinnamon,bruises,foul,free,close,broad,white,tapering,rhizomorphs,smooth,smooth,white,pink,partial,orange,one,large,brown,several,grasses
poisonous,conical,fibrous,gray,no,foul,notched,crowded,narrow,gray,enlarging,bulbous,silky,silky,orange,orange,universal,yellow,one,large,chocolate,clustered,grasses
poisonous,conical,scaly,pink,no,anise,free,crowded,narrow,brown,enlarging,club,silky,smooth,white,white,partial,white,one,none,brown,clustered,woods
edible,bell,scaly,brown,bruises,none,notched,close,broad,white,tapering,bulbous,smooth,smooth,red,gray,universal,white,other,zone,purple,abundant,woods
edible,sunken,scaly,yellow,bruises,none,free,close,broad,yellow,tapering,bulbous,silky,smooth,cinnamon,cinnamon,partial,white,two,none,buff,solitary,urban
edible,flat,scaly,gray,bruises,musty,attached,close,broad,brown,enlarging,bulbous,fibrous,fibrous,pink,pink,partial,brown,one,pendant,brown,solitary,meadows
edible,flat,scaly,gray,bruises,none,descending,crowded,broad,white,tapering,bulbous,scaly,smooth,white,pink,partial,white,one,flaring,brown,several,meadows
poisonous,knobbed,grooves,white,bruises,foul,descending,crowded,narrow,pink,enlarging,rhizomorphs,smooth,smooth,orange,white,partial,orange,one,pendant,brown,several,woods
edible,flat,fibrous,yellow,bruises,none,free,close,broad,purple,tapering,club,smooth,smooth,white,white,partial,orange,one,pendant,brown,clustered,leaves
poisonous,convex,fibrous,gray,no,almond,descending,close,broad,red,enlarging,equal,scaly,silky,pink,brown,partial,orange,other,large,black,scattered,paths
edible,flat,scaly,yellow,bruises,none,attached,close,broad,red,enlarging,bulbous,fibrous,smooth,gray,white,partial,white,one,evanescent,purple,scattered,urban
edible,flat,grooves,brown,bruises,none,free,crowded,broad,pink,enlarging,bulbous,scaly,scaly,pink,gray,partial,orange,one,pendant,brown,clustered,urban
poisonous,convex,scaly,red,no,creosote,free,close,narrow,chocolate,enlarging,equal,smooth,silky,brown,brown,universal,white,one,pendant,black,several,urban
edible,flat,scaly,gray,bruises,musty,descending,distant,broad,brown,tapering,bulbous,scaly,scaly,white,pink,partial,white,two,flaring,orange,solitary,woods
poisonous,convex,smooth,pink,no,foul,free,crowded,broad,gray,enlarging,club,fibrous,smooth,orange,white,partial,brown,one,cobwebby,green,several,meadows
edible,convex,scaly,brown,no,creosote,free,close,broad,brown,tapering,bulbous,silky,smooth,white,cinnamon,universal,white,one,pendant,brown,numerous,woods
poisonous,conical,scaly,gray,no,pungent,free,crowded,broad,brown,enlarging,bulbous,fibrous,fibrous,white,buff,partial,white,one,evanescent,white,clustered,grasses
edible,bell,scaly,white,bruises,almond,free,close,broad,white,tapering,bulbous,silky,smooth,brown,white,universal,white,other,pendant,black,abundant,woods
poisonous,convex,fibrous,green,no,musty,free,distant,narrow,pink,enlarging,cup,smooth,smooth,white,white,universal,yellow,two,pendant,orange,numerous,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,tapering,bulbous,silky,silky,pink,brown,partial,white,other,none,chocolate,several,paths
edible,knobbed,fibrous,red,bruises,almond,free,close,broad,purple,tapering,bulbous,fibrous,smooth,white,brown,partial,white,other,evanescent,black,abundant,paths
edible,knobbed,grooves,purple,bruises,foul,descending,close,broad,white,tapering,bulbous,smooth,scaly,gray,orange,partial,white,one,flaring,green,several,meadows
poisonous,convex,scaly,buff,no,creosote,free,close,narrow,chocolate,tapering,bulbous,silky,silky,brown,white,partial,white,other,pendant,black,scattered,woods
poisonous,bell,grooves,gray,bruises,foul,descending,close,broad,pink,enlarging,bulbous,scaly,scaly,gray,brown,partial,orange,one,large,chocolate,abundant,grasses
edible,knobbed,scaly,gray,no,none,notched,crowded,narrow,gray,tapering,bulbous,smooth,smooth,orange,orange,universal,yellow,one,zone,brown,solitary,woods
poisonous,flat,fibrous,buff,bruises,fishy,free,close,broad,chocolate,enlarging,equal,fibrous,silky,gray,buff,partial,white,one,large,chocolate,scattered,meadows
edible,conical,fibrous,red,bruises,foul,descending,close,broad,pink,tapering,bulbous,smooth,scaly,orange,pink,partial,orange,one,large,black,clustered,woods
edible,conical,scaly,brown,bruises,pungent,free,crowded,broad,brown,enlarging,club,smooth,fibrous,white,white,partial,brown,one,cobwebby,black,several,urban
poisonous,sunken,scaly,red,no,creosote,free,close,broad,green,tapering,rooted,smooth,smooth,buff,brown,partial,yellow,two,sheathing,chocolate,solitary,woods
edible,flat,grooves,red,bruises,anise,descending,close,broad,brown,enlarging,bulbous,scaly,smooth,buff,buff,partial,white,one,pendant,brown,solitary,leaves
edible,flat,grooves,yellow,bruises,none,free,close,broad,pink,enlarging,bulbous,scaly,scaly,white,white,partial,white,one,pendant,white,clustered,waste
edible,flat,grooves,brown,bruises,none,free,close,broad,black,enlarging,bulbous,silky,smooth,gray,gray,partial,white,one,pendant,brown,numerous,meadows
edible,convex,fibrous,brown,bruises,creosote,free,distant,narrow,green,tapering,rooted,smooth,smooth,cinnamon,cinnamon,partial,yellow,two,pendant,black,several,woods
poisonous,flat,scaly,pink,no,pungent,free,crowded,narrow,brown,enlarging,club,silky,silky,pink,buff,partial,white,one,large,chocolate,clustered,woods
edible,bell,smooth,purple,bruises,none,notched,close,broad,orange,tapering,bulbous,smooth,smooth,gray,white,universal,yellow,other,zone,purple,abundant,meadows
edible,flat,smooth,red,no,anise,free,close,narrow,white,tapering,club,smooth,smooth,buff,white,universal,white,one,sheathing,brown,clustered,urban
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,rhizomorphs,smooth,smooth,white,white,partial,brown,one,evanescent,brown,several,leaves
edible,convex,scaly,white,bruises,none,free,distant,broad,purple,tapering,cup,fibrous,fibrous,yellow,white,partial,white,two,evanescent,yellow,solitary,woods
edible,convex,scaly,brown,bruises,none,free,crowded,broad,white,tapering,bulbous,silky,silky,white,white,partial,white,one,pendant,white,several,woods
poisonous,convex,grooves,gray,bruises,foul,free,distant,broad,pink,enlarging,bulbous,scaly,scaly,buff,buff,partial,orange,one,flaring,buff,numerous,woods
poisonous,sunken,grooves,white,no,spicy,free,crowded,narrow,green,enlarging,rooted,scaly,smooth,white,yellow,partial,orange,two,pendant,yellow,solitary,woods
poisonous,bell,smooth,purple,no,fishy,notched,close,broad,gray,enlarging,bulbous,smooth,silky,gray,gray,universal,yellow,one,large,chocolate,several,waste
edible,flat,scaly,brown,bruises,none,notched,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,universal,white,two,zone,orange,several,woods
edible,convex,scaly,red,bruises,musty,free,distant,narrow,pink,tapering,bulbous,smooth,smooth,pink,gray,universal,yellow,one,zone,black,abundant,woods
edible,bell,fibrous,red,bruises,none,descending,close,broad,purple,tapering,bulbous,scaly,scaly,pink,red,partial,orange,one,large,purple,abundant,woods
edible,flat,smooth,red,bruises,musty,free,distant,broad,white,tapering,rooted,smooth,smooth,pink,pink,universal,yellow,one,pendant,orange,solitary,woods
edible,flat,scaly,buff,bruises,foul,free,close,broad,white,tapering,club,smooth,smooth,orange,orange,partial,white,one,pendant,brown,clustered,woods
edible,flat,fibrous,yellow,bruises,pungent,attached,crowded,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,evanescent,white,clustered,woods
edible,flat,fibrous,cinnamon,bruises,none,free,close,broad,brown,enlarging,bulbous,smooth,smooth,white,gray,partial,white,one,cobwebby,black,several,waste
poisonous,convex,scaly,gray,no,foul,notched,distant,broad,chocolate,tapering,bulbous,smooth,silky,brown,brown,universal,white,one,zone,orange,numerous,urban
edible,knobbed,scaly,brown,bruises,none,attached,close,broad,white,tapering,bulbous,smooth,fibrous,white,pink,partial,white,one,evanescent,brown,several,meadows
edible,knobbed,scaly,cinnamon,no,foul,free,crowded,narrow,pink,tapering,rhizomorphs,smooth,smooth,white,white,partial,white,one,pendant,green,solitary,meadows
poisonous,flat,fibrous,yellow,no,fishy,notched,close,narrow,pink,enlarging,equal,silky,smooth,gray,brown,partial,white,one,large,chocolate,scattered,waste
poisonous,convex,fibrous,red,no,none,notched,close,narrow,chocolate,tapering,equal,smooth,smooth,white,red,partial,yellow,other,zone,purple,scattered,woods
poisonous,convex,fibrous,cinnamon,no,creosote,free,crowded,narrow,white,enlarging,rhizomorphs,fibrous,smooth,white,white,partial,brown,one,evanescent,black,several,woods
edible,convex,scaly,brown,no,none,free,close,narrow,purple,tapering,cup,smooth,silky,white,yellow,partial,white,two,pendant,yellow,solitary,woods
poisonous,flat,fibrous,gray,no,creosote,free,distant,narrow,yellow,enlarging,rooted,smooth,silky,cinnamon,cinnamon,universal,white,one,zone,buff,solitary,woods
poisonous,convex,grooves,red,bruises,creosote,free,distant,narrow,brown,enlarging,bulbous,smooth,scaly,white,cinnamon,partial,white,one,pendant,buff,solitary,woods
edible,convex,scaly,red,bruises,spicy,free,close,broad,white,tapering,bulbous,smooth,smooth,yellow,white,partial,white,two,pendant,yellow,numerous,waste
edible,flat,scaly,pink,bruises,none,free,crowded,broad,pink,tapering,bulbous,smooth,silky,white,white,partial,white,one,pendant,white,solitary,waste
edible,sunken,fibrous,red,bruises,creosote,free,close,broad,yellow,tapering,rooted,smooth,silky,cinnamon,pink,universal,white,two,pendant,black,several,urban
poisonous,convex,fibrous,yellow,no,foul,free,close,narrow,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,two,pendant,orange,numerous,paths
edible,conical,scaly,red,bruises,none,free,crowded,broad,brown,tapering,club,smooth,smooth,gray,buff,universal,white,one,pendant,brown,clustered,woods
edible,convex,scaly,cinnamon,bruises,none,free,close,broad,buff,tapering,bulbous,smooth,silky,pink,pink,universal,white,one,pendant,brown,numerous,woods
edible,knobbed,fibrous,red,bruises,anise,attached,crowded,broad,purple,enlarging,bulbous,fibrous,smooth,buff,buff,partial,brown,one,cobwebby,brown,several,woods
poisonous,convex,fibrous,white,bruises,foul,descending,distant,broad,pink,enlarging,cup,scaly,scaly,pink,pink,partial,orange,two,large,orange,several,paths
poisonous,convex,scaly,gray,no,none,free,close,narrow,chocolate,tapering,equal,silky,smooth,buff,buff,universal,white,one,none,brown,clustered,waste
edible,flat,fibrous,buff,bruises,none,free,close,narrow,purple,tapering,equal,silky,silky,white,brown,universal,white,other,pendant,black,several,woods
poisonous,convex,smooth,brown,no,spicy,free,close,narrow,gray,tapering,bulbous,smooth,smooth,white,white,universal,white,two,sheathing,yellow,numerous,paths
poisonous,convex,scaly,yellow,no,creosote,free,close,narrow,red,enlarging,bulbous,smooth,smooth,red,white,partial,white,other,none,brown,several,woods
poisonous,sunken,fibrous,gray,no,musty,notched,distant,broad,chocolate,tapering,bulbous,smooth,smooth,pink,pink,partial,yellow,one,zone,chocolate,solitary,grasses
edible,convex,scaly,gray,no,creosote,free,close,broad,buff,tapering,cup,smooth,smooth,white,pink,partial,white,two,none,buff,numerous,woods
edible,conical,fibrous,gray,bruises,foul,free,crowded,broad,brown,enlarging,club,fibrous,fibrous,orange,orange,partial,brown,one,pendant,green,clustered,woods
poisonous,flat,fibrous,green,bruises,spicy,attached,distant,broad,pink,enlarging,bulbous,silky,fibrous,yellow,yellow,partial,brown,one,evanescent,chocolate,solitary,paths
edible,knobbed,fibrous,white,bruises,none,descending,close,broad,purple,enlarging,bulbous,smooth,scaly,white,white,partial,orange,one,pendant,black,solitary,grasses
edible,convex,scaly,brown,bruises,spicy,attached,close,broad,buff,enlarging,bulbous,fibrous,smooth,white,yellow,partial,brown,one,cobwebby,brown,numerous,urban
edible,flat,fibrous,gray,bruises,none,notched,close,narrow,purple,tapering,bulbous,smooth,smooth,pink,red,universal,white,other,pendant,purple,several,waste
edible,flat,scaly,pink,bruises,anise,free,close,narrow,brown,tapering,club,silky,smooth,buff,buff,universal,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,pink,bruises,none,attached,close,broad,black,enlarging,bulbous,smooth,smooth,gray,gray,partial,brown,one,pendant,chocolate,abundant,meadows
edible,flat,scaly,red,no,none,free,close,narrow,purple,tapering,equal,smooth,smooth,gray,gray,universal,white,other,pendant,black,scattered,woods
edible,flat,grooves,pink,bruises,none,free,close,broad,red,tapering,bulbous,scaly,scaly,pink,white,partial,white,one,pendant,black,scattered,woods
edible,flat,scaly,purple,no,none,free,close,narrow,white,tapering,bulbous,silky,silky,gray,buff,partial,white,one,pendant,brown,several,woods
edible,knobbed,fibrous,green,bruises,none,free,close,broad,gray,tapering,bulbous,fibrous,smooth,white,pink,partial,brown,one,cobwebby,brown,solitary,woods
edible,flat,scaly,red,bruises,almond,free,close,narrow,white,tapering,equal,silky,smooth,brown,pink,universal,white,other,pendant,brown,scattered,paths
edible,convex,fibrous,cinnamon,no,creosote,notched,close,narrow,white,tapering,cup,smooth,smooth,white,gray,universal,yellow,one,sheathing,black,solitary,woods
edible,conical,fibrous,gray,bruises,anise,free,crowded,broad,pink,tapering,bulbous,smooth,fibrous,pink,buff,partial,white,one,evanescent,brown,solitary,waste
edible,flat,smooth,brown,no,none,notched,crowded,broad,gray,tapering,rhizomorphs,smooth,smooth,white,pink,universal,yellow,one,pendant,white,several,woods
edible,flat,scaly,gray,no,none,free,close,broad,pink,tapering,bulbous,silky,silky,gray,gray,universal,white,other,pendant,brown,several,woods
edible,convex,smooth,red,bruises,spicy,notched,close,narrow,yellow,tapering,bulbous,smooth,scaly,gray,pink,partial,white,one,pendant,orange,solitary,grasses
edible,knobbed,smooth,green,no,anise,free,close,broad,pink,tapering,bulbous,smooth,smooth,buff,pink,partial,white,one,pendant,brown,several,meadows
poisonous,convex,fibrous,gray,no,pungent,attached,crowded,broad,gray,enlarging,bulbous,fibrous,fibrous,brown,white,partial,white,one,large,chocolate,several,paths
edible,flat,scaly,red,bruises,creosote,free,distant,broad,purple,tapering,cup,smooth,scaly,cinnamon,cinnamon,partial,white,two,pendant,buff,solitary,woods
edible,conical,scaly,gray,bruises,foul,free,crowded,narrow,pink,tapering,club,smooth,smooth,orange,gray,partial,white,one,pendant,black,clustered,woods
edible,bell,scaly,white,bruises,fishy,free,close,narrow,white,tapering,bulbous,silky,smooth,pink,pink,universal,white,other,pendant,chocolate,several,leaves
edible,flat,scaly,brown,bruises,none,descending,close,broad,white,tapering,bulbous,scaly,smooth,red,red,partial,orange,one,pendant,purple,solitary,paths
edible,convex,grooves,cinnamon,bruises,creosote,free,distant,broad,white,enlarging,cup,scaly,scaly,cinnamon,cinnamon,partial,white,one,pendant,brown,numerous,woods
poisonous,convex,fibrous,gray,no,creosote,attached,close,broad,chocolate,enlarging,cup,fibrous,fibrous,cinnamon,brown,partial,white,two,evanescent,chocolate,numerous,woods
edible,flat,smooth,yellow,no,none,free,close,narrow,chocolate,tapering,equal,smooth,smooth,gray,white,partial,white,one,pendant,brown,scattered,waste
poisonous,flat,fibrous,gray,bruises,foul,attached,close,broad,gray,enlarging,equal,fibrous,fibrous,brown,brown,partial,brown,other,large,black,several,leaves
edible,knobbed,grooves,gray,bruises,pungent,free,close,narrow,pink,tapering,club,smooth,smooth,white,pink,partial,yellow,one,pendant,brown,clustered,woods
edible,flat,scaly,pink,no,almond,free,close,broad,red,tapering,bulbous,smooth,smooth,brown,brown,universal,white,other,none,black,scattered,woods
edible,flat,fibrous,yellow,bruises,pungent,attached,close,broad,purple,enlarging,club,fibrous,smooth,pink,white,partial,brown,one,cobwebby,white,clustered,waste
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,buff,tapering,bulbous,silky,silky,pink,buff,universal,white,two,pendant,chocolate,several,grasses
edible,convex,scaly,brown,bruises,none,free,crowded,narrow,brown,tapering,club,silky,smooth,buff,white,partial,white,one,none,brown,clustered,urban
edible,convex,scaly,gray,no,creosote,free,close,narrow,buff,tapering,cup,silky,silky,cinnamon,cinnamon,partial,white,one,pendant,brown,solitary,paths
poisonous,conical,grooves,gray,bruises,anise,free,close,broad,chocolate,enlarging,club,silky,scaly,buff,brown,partial,orange,one,large,brown,clustered,meadows
edible,sunken,scaly,brown,bruises,musty,attached,distant,broad,green,tapering,bulbous,fibrous,smooth,gray,white,partial,white,two,cobwebby,orange,several,woods
poisonous,convex,fibrous,gray,bruises,musty,free,distant,broad,buff,enlarging,cup,smooth,fibrous,pink,pink,partial,white,one,pendant,black,scattered,urban
edible,flat,scaly,gray,no,fishy,free,close,narrow,white,tapering,equal,smooth,smooth,pink,white,universal,yellow,one,sheathing,chocolate,scattered,woods
poisonous,convex,grooves,brown,no,foul,free,crowded,broad,gray,enlarging,rhizomorphs,smooth,scaly,white,orange,partial,white,one,large,black,scattered,woods
edible,flat,grooves,red,bruises,fishy,descending,close,broad,red,tapering,equal,scaly,smooth,white,gray,partial,orange,other,pendant,black,several,paths
poisonous,convex,smooth,white,no,creosote,attached,close,broad,brown,enlarging,rooted,fibrous,fibrous,white,pink,partial,brown,one,pendant,brown,several,grasses
edible,flat,scaly,pink,bruises,musty,free,close,broad,green,tapering,bulbous,smooth,smooth,pink,pink,universal,white,two,zone,brown,solitary,woods
edible,flat,grooves,white,bruises,almond,descending,close,broad,purple,enlarging,bulbous,smooth,scaly,brown,gray,partial,orange,other,flaring,brown,several,woods
edible,knobbed,scaly,red,no,none,free,crowded,narrow,white,tapering,rhizomorphs,smooth,smooth,buff,white,universal,white,one,pendant,black,several,urban
edible,sunken,scaly,red,bruises,creosote,free,distant,broad,white,enlarging,bulbous,smooth,scaly,gray,white,partial,orange,one,pendant,buff,solitary,waste
poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,yellow,universal,white,two,pendant,black,numerous,grasses
edible,bell,smooth,red,no,almond,free,close,broad,black,tapering,bulbous,smooth,smooth,pink,brown,universal,white,one,zone,black,abundant,woods
edible,flat,smooth,white,bruises,none,free,close,broad,brown,tapering,cup,smooth,smooth,cinnamon,gray,universal,white,one,zone,black,numerous,urban
poisonous,convex,fibrous,pink,no,creosote,free,crowded,narrow,brown,enlarging,club,smooth,silky,orange,orange,universal,white,one,pendant,green,clustered,grasses
edible,conical,fibrous,buff,no,foul,notched,crowded,narrow,purple,tapering,club,smooth,smooth,cinnamon,pink,universal,white,two,zone,black,solitary,woods
poisonous,flat,scaly,pink,no,almond,free,close,narrow,purple,tapering,equal,smooth,silky,white,brown,universal,white,one,pendant,black,several,leaves
edible,knobbed,fibrous,brown,bruises,anise,attached,crowded,broad,white,enlarging,bulbous,smooth,fibrous,buff,gray,partial,white,one,cobwebby,black,several,leaves
poisonous,flat,fibrous,gray,no,spicy,free,distant,broad,green,tapering,rooted,silky,silky,yellow,yellow,partial,white,one,pendant,chocolate,solitary,meadows
edible,convex,smooth,cinnamon,no,spicy,notched,distant,broad,pink,tapering,bulbous,smooth,smooth,yellow,pink,universal,yellow,one,sheathing,brown,numerous,woods
poisonous,conical,scaly,gray,no,foul,free,close,narrow,pink,enlarging,bulbous,silky,silky,orange,orange,universal,white,one,pendant,green,solitary,grasses
edible,flat,scaly,gray,bruises,pungent,free,close,broad,brown,tapering,bulbous,scaly,smooth,white,pink,partial,white,one,pendant,black,several,grasses
edible,bell,scaly,red,bruises,none,free,close,broad,black,tapering,bulbous,smooth,smooth,pink,red,partial,yellow,other,zone,purple,several,woods
edible,flat,scaly,purple,no,none,notched,close,broad,purple,tapering,bulbous,smooth,smooth,pink,buff,universal,yellow,one,zone,black,several,woods
poisonous,convex,smooth,purple,no,creosote,notched,crowded,narrow,chocolate,enlarging,bulbous,scaly,smooth,brown,brown,partial,orange,one,flaring,black,scattered,meadows
poisonous,convex,scaly,gray,no,foul,free,crowded,narrow,gray,enlarging,rhizomorphs,silky,silky,orange,pink,partial,white,one,large,chocolate,solitary,meadows
edible,flat,smooth,red,bruises,fishy,notched,close,narrow,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,yellow,one,pendant,brown,several,urban
edible,bell,smooth,purple,no,none,notched,close,narrow,white,tapering,bulbous,smooth,smooth,white,red,universal,yellow,one,sheathing,black,abundant,woods
edible,bell,grooves,gray,bruises,none,descending,close,broad,orange,enlarging,bulbous,scaly,scaly,white,red,partial,orange,other,pendant,black,several,woods
edible,flat,scaly,pink,bruises,none,free,close,narrow,red,tapering,bulbous,silky,silky,gray,white,partial,white,one,none,brown,solitary,urban
edible,knobbed,smooth,red,bruises,anise,notched,close,narrow,purple,tapering,rhizomorphs,smooth,smooth,buff,buff,partial,yellow,one,zone,black,several,urban
edible,sunken,fibrous,gray,bruises,musty,attached,close,broad,green,enlarging,rooted,fibrous,fibrous,white,pink,partial,brown,two,pendant,brown,solitary,woods
poisonous,bell,fibrous,gray,no,foul,descending,close,broad,gray,enlarging,bulbous,scaly,scaly,brown,pink,partial,white,other,large,chocolate,abundant,woods
edible,convex,scaly,red,bruises,pungent,attached,close,broad,purple,enlarging,bulbous,fibrous,fibrous,white,pink,partial,brown,one,cobwebby,brown,clustered,urban
edible,convex,grooves,red,bruises,none,free,close,broad,purple,enlarging,bulbous,smooth,scaly,pink,pink,partial,orange,two,large,orange,solitary,urban
edible,flat,grooves,white,bruises,none,descending,close,broad,brown,tapering,bulbous,scaly,smooth,pink,red,partial,white,one,flaring,purple,abundant,meadows
poisonous,conical,fibrous,pink,bruises,anise,free,crowded,narrow,brown,enlarging,bulbous,scaly,scaly,white,white,partial,white,one,flaring,brown,several,woods
edible,sunken,scaly,buff,bruises,creosote,free,distant,broad,green,tapering,rooted,smooth,smooth,gray,pink,universal,white,two,pendant,buff,solitary,meadows
edible,bell,scaly,purple,bruises,almond,attached,close,broad,orange,tapering,bulbous,fibrous,fibrous,white,white,partial,brown,other,evanescent,brown,abundant,woods
poisonous,bell,fibrous,white,no,fishy,notched,close,narrow,pink,tapering,bulbous,silky,smooth,gray,buff,universal,white,one,zone,chocolate,abundant,grasses
edible,flat,scaly,green,bruises,fishy,free,close,broad,brown,tapering,bulbous,silky,smooth,gray,white,partial,white,one,pendant,chocolate,abundant,woods
poisonous,flat,scaly,red,no,almond,free,close,narrow,chocolate,enlarging,bulbous,smooth,silky,brown,brown,partial,white,other,pendant,black,scattered,paths
edible,flat,grooves,red,bruises,none,free,close,broad,brown,enlarging,rhizomorphs,scaly,smooth,orange,orange,partial,white,one,pendant,green,several,urban
poisonous,sunken,scaly,white,no,spicy,free,distant,narrow,green,tapering,rooted,silky,silky,white,yellow,partial,white,two,pendant,black,scattered,woods
poisonous,convex,fibrous,gray,no,foul,notched,crowded,broad,brown,tapering,club,smooth,silky,orange,orange,universal,white,one,large,green,clustered,woods
poisonous,sunken,fibrous,gray,bruises,foul,attached,distant,broad,chocolate,enlarging,bulbous,fibrous,silky,pink,pink,partial,brown,two,large,chocolate,solitary,meadows
edible,conical,scaly,red,bruises,pungent,descending,crowded,broad,pink,enlarging,club,smooth,smooth,gray,white,partial,orange,one,pendant,white,clustered,meadows
edible,flat,scaly,yellow,no,none,free,distant,broad,green,tapering,bulbous,silky,silky,white,pink,universal,white,one,none,orange,several,leaves
edible,flat,scaly,red,bruises,almond,free,close,broad,black,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,abundant,leaves
edible,flat,fibrous,red,bruises,foul,attached,crowded,broad,pink,tapering,bulbous,smooth,fibrous,yellow,yellow,partial,brown,two,evanescent,black,numerous,woods
